source_ref,target_ref,relation,confidence,note,element_text
AA.I.B.K3d,ac-91-74b,guidance,auto,from the Task B References line,"d. Airport environment (e.g., runway condition, land and hold short operations (LAHSO))"
AA.I.B.K3e,14cfr:part-1,regulation,auto,from the Task B References line,"e. Loading (e.g., center of gravity)"
AA.I.B.K3e,14cfr:part-91,regulation,auto,from the Task B References line,"e. Loading (e.g., center of gravity)"
AA.I.B.K3e,ac-61-107b,guidance,auto,from the Task B References line,"e. Loading (e.g., center of gravity)"
AA.I.B.K3e,ac-91-74b,guidance,auto,from the Task B References line,"e. Loading (e.g., center of gravity)"
AA.I.B.K3f,14cfr:part-1,regulation,auto,from the Task B References line,f. Aircraft weight
AA.I.B.K3f,14cfr:part-91,regulation,auto,from the Task B References line,f. Aircraft weight
AA.I.B.K3f,ac-61-107b,guidance,auto,from the Task B References line,f. Aircraft weight
AA.I.B.K3f,ac-91-74b,guidance,auto,from the Task B References line,f. Aircraft weight
AA.I.B.K4,14cfr:part-1,regulation,auto,from the Task B References line,Aerodynamics and how it relates to performance.
AA.I.B.K4,14cfr:part-91,regulation,auto,from the Task B References line,Aerodynamics and how it relates to performance.
AA.I.B.K4,ac-61-107b,guidance,auto,from the Task B References line,Aerodynamics and how it relates to performance.
AA.I.B.K4,ac-91-74b,guidance,auto,from the Task B References line,Aerodynamics and how it relates to performance.
AA.I.B.K5,14cfr:part-1,regulation,auto,from the Task B References line,Adverse effects of exceeding an airplane limitation or the aircraft operating envelope.
AA.I.B.K5,14cfr:part-91,regulation,auto,from the Task B References line,Adverse effects of exceeding an airplane limitation or the aircraft operating envelope.
AA.I.B.K5,ac-61-107b,guidance,auto,from the Task B References line,Adverse effects of exceeding an airplane limitation or the aircraft operating envelope.
AA.I.B.K5,ac-91-74b,guidance,auto,from the Task B References line,Adverse effects of exceeding an airplane limitation or the aircraft operating envelope.
AA.I.B.K6,14cfr:part-1,regulation,auto,from the Task B References line,Effects of icing on performance.
AA.I.B.K6,14cfr:part-91,regulation,auto,from the Task B References line,Effects of icing on performance.
AA.I.B.K6,ac-61-107b,guidance,auto,from the Task B References line,Effects of icing on performance.
AA.I.B.K6,ac-91-74b,guidance,auto,from the Task B References line,Effects of icing on performance.
AA.I.B.K7,14cfr:part-1,regulation,auto,from the Task B References line,"Clean wing concept; deicing and anti-icing procedures, including use of appropriate deice fluid, hold- over tables, calculating hold-over times, and pre-takeoff contamination checks."
AA.I.B.K7,14cfr:part-91,regulation,auto,from the Task B References line,"Clean wing concept; deicing and anti-icing procedures, including use of appropriate deice fluid, hold- over tables, calculating hold-over times, and pre-takeoff contamination checks."
AA.I.B.K7,ac-61-107b,guidance,auto,from the Task B References line,"Clean wing concept; deicing and anti-icing procedures, including use of appropriate deice fluid, hold- over tables, calculating hold-over times, and pre-takeoff contamination checks."
AA.I.B.K7,ac-91-74b,guidance,auto,from the Task B References line,"Clean wing concept; deicing and anti-icing procedures, including use of appropriate deice fluid, hold- over tables, calculating hold-over times, and pre-takeoff contamination checks."
AA.I.B.K8,14cfr:part-1,regulation,auto,from the Task B References line,"Air carrier weight and balance systems (e.g., average weight program). Air Transport Pilot (ATP) (AMEL, AMES)."
AA.I.B.K8,14cfr:part-91,regulation,auto,from the Task B References line,"Air carrier weight and balance systems (e.g., average weight program). Air Transport Pilot (ATP) (AMEL, AMES)."
AA.I.B.K8,ac-61-107b,guidance,auto,from the Task B References line,"Air carrier weight and balance systems (e.g., average weight program). Air Transport Pilot (ATP) (AMEL, AMES)."
AA.I.B.K8,ac-91-74b,guidance,auto,from the Task B References line,"Air carrier weight and balance systems (e.g., average weight program). Air Transport Pilot (ATP) (AMEL, AMES)."
AA.I.B.K9,14cfr:part-1,regulation,auto,from the Task B References line,"Runway assessment and condition reporting and use of the Runway Condition Assessment Matrix (RCAM). (ATP)(AMEL, AMES)."
AA.I.B.K9,14cfr:part-91,regulation,auto,from the Task B References line,"Runway assessment and condition reporting and use of the Runway Condition Assessment Matrix (RCAM). (ATP)(AMEL, AMES)."
AA.I.B.K9,ac-61-107b,guidance,auto,from the Task B References line,"Runway assessment and condition reporting and use of the Runway Condition Assessment Matrix (RCAM). (ATP)(AMEL, AMES)."
AA.I.B.K9,ac-91-74b,guidance,auto,from the Task B References line,"Runway assessment and condition reporting and use of the Runway Condition Assessment Matrix (RCAM). (ATP)(AMEL, AMES)."
AA.I.B.R1,14cfr:part-1,regulation,auto,from the Task B References line,"Use of performance charts, tables, and data."
AA.I.B.R1,14cfr:part-91,regulation,auto,from the Task B References line,"Use of performance charts, tables, and data."
AA.I.B.R1,ac-61-107b,guidance,auto,from the Task B References line,"Use of performance charts, tables, and data."
AA.I.B.R1,ac-91-74b,guidance,auto,from the Task B References line,"Use of performance charts, tables, and data."
AA.I.B.R2,14cfr:part-1,regulation,auto,from the Task B References line,Airplane limitations.
AA.I.B.R2,14cfr:part-91,regulation,auto,from the Task B References line,Airplane limitations.
AA.I.B.R2,ac-61-107b,guidance,auto,from the Task B References line,Airplane limitations.
AA.I.B.R2,ac-91-74b,guidance,auto,from the Task B References line,Airplane limitations.
AA.I.B.R3,14cfr:part-1,regulation,auto,from the Task B References line,Possible differences between calculated performance and actual performance.
AA.I.B.R3,14cfr:part-91,regulation,auto,from the Task B References line,Possible differences between calculated performance and actual performance.
AA.I.B.R3,ac-61-107b,guidance,auto,from the Task B References line,Possible differences between calculated performance and actual performance.
AA.I.B.R3,ac-91-74b,guidance,auto,from the Task B References line,Possible differences between calculated performance and actual performance.
AA.I.B.R4,14cfr:part-1,regulation,auto,from the Task B References line,Airplane icing and its effect on performance and stall warning.
AA.I.B.R4,14cfr:part-91,regulation,auto,from the Task B References line,Airplane icing and its effect on performance and stall warning.
AA.I.B.R4,ac-61-107b,guidance,auto,from the Task B References line,Airplane icing and its effect on performance and stall warning.
AA.I.B.R4,ac-91-74b,guidance,auto,from the Task B References line,Airplane icing and its effect on performance and stall warning.
AA.I.B.R5,14cfr:part-1,regulation,auto,from the Task B References line,Runway excursions.
AA.I.B.R5,14cfr:part-91,regulation,auto,from the Task B References line,Runway excursions.
AA.I.B.R5,ac-61-107b,guidance,auto,from the Task B References line,Runway excursions.
AA.I.B.R5,ac-91-74b,guidance,auto,from the Task B References line,Runway excursions.
AA.I.B.S1,14cfr:part-1,regulation,auto,from the Task B References line,Describe the airspeeds used during specific phases of flight.
AA.I.B.S1,14cfr:part-91,regulation,auto,from the Task B References line,Describe the airspeeds used during specific phases of flight.
AA.I.B.S1,ac-61-107b,guidance,auto,from the Task B References line,Describe the airspeeds used during specific phases of flight.
AA.I.B.S1,ac-91-74b,guidance,auto,from the Task B References line,Describe the airspeeds used during specific phases of flight.
AA.I.B.S2,14cfr:part-1,regulation,auto,from the Task B References line,"Describe the effects of meteorological conditions on performance for all phases of flight and correctly apply these factors to a specific chart, table, graph, or other performance data."
AA.I.B.S2,14cfr:part-91,regulation,auto,from the Task B References line,"Describe the effects of meteorological conditions on performance for all phases of flight and correctly apply these factors to a specific chart, table, graph, or other performance data."
AA.I.B.S2,ac-61-107b,guidance,auto,from the Task B References line,"Describe the effects of meteorological conditions on performance for all phases of flight and correctly apply these factors to a specific chart, table, graph, or other performance data."
AA.I.B.S2,ac-91-74b,guidance,auto,from the Task B References line,"Describe the effects of meteorological conditions on performance for all phases of flight and correctly apply these factors to a specific chart, table, graph, or other performance data."
AA.I.B.S3,14cfr:part-1,regulation,auto,from the Task B References line,Describe the procedures for wing contamination recognition and any deice/anti-ice procedures prior to takeoff. 5
AA.I.B.S3,14cfr:part-91,regulation,auto,from the Task B References line,Describe the procedures for wing contamination recognition and any deice/anti-ice procedures prior to takeoff. 5
AA.I.B.S3,ac-61-107b,guidance,auto,from the Task B References line,Describe the procedures for wing contamination recognition and any deice/anti-ice procedures prior to takeoff. 5
AA.I.B.S3,ac-91-74b,guidance,auto,from the Task B References line,Describe the procedures for wing contamination recognition and any deice/anti-ice procedures prior to takeoff. 5
AA.I.B.S4,14cfr:part-1,regulation,auto,from the Task B References line,"Explain the adverse effects of airframe icing during all phases of flight. Describe any operating limitations for flight in icing conditions. If equipped, describe the procedures for deicing and anti-icing system use and their effects on performance."
AA.I.B.S4,14cfr:part-91,regulation,auto,from the Task B References line,"Explain the adverse effects of airframe icing during all phases of flight. Describe any operating limitations for flight in icing conditions. If equipped, describe the procedures for deicing and anti-icing system use and their effects on performance."
